run_id,seed,method,pa,tids,mttf,accuracy,energy,cmvi,nfg,nbr,nam,false_good_evictions,bad_nodes_retained,audit_mismatch_events,audit_count,audit_update_count,collective_update_count
0,42,Q-TCID,0.0,50,15900.0,0.9983769997681429,5958.820590041578,14.0,14,0,0,14,0,0,0,0,0
1,43,Q-TCID,0.0,50,14600.0,0.999167745515073,7762.408710217103,9.0,9,0,0,9,0,0,0,0,0
2,44,Q-TCID,0.0,50,12950.0,0.9985101994040798,6409.974812002853,13.0,13,0,0,13,0,0,0,0,0
3,45,Q-TCID,0.0,50,11900.0,0.9995204411941014,5885.520888561383,4.0,4,0,0,4,0,0,0,0,0
4,46,Q-TCID,0.0,50,13600.0,0.9991410779471763,6738.468265006319,8.0,8,0,0,8,0,0,0,0,0
5,47,Q-TCID,0.0,50,16050.0,0.9994334919555857,6152.07065317966,5.0,5,0,0,5,0,0,0,0,0
6,48,Q-TCID,0.0,50,14600.0,0.9992455270532442,6853.294571982697,7.0,7,0,0,7,0,0,0,0,0
7,49,Q-TCID,0.0,50,12100.0,0.9985888993414863,6317.425283422694,12.0,12,0,0,12,0,0,0,0,0
8,50,Q-TCID,0.0,50,16050.0,0.9989689540611754,6286.661171173677,9.0,9,0,0,9,0,0,0,0,0
9,51,Q-TCID,0.0,50,14050.0,0.99915611814346,7100.238397561014,8.0,8,0,0,8,0,0,0,0,0
10,52,Q-TCID,0.0,50,13650.0,0.9990972692394493,6533.585212722421,8.0,8,0,0,8,0,0,0,0,0
11,53,Q-TCID,0.0,50,13750.0,0.998856416772554,6455.715408451855,9.0,9,0,0,9,0,0,0,0,0
12,54,Q-TCID,0.0,50,10800.0,0.9989544609665427,5901.01175664179,9.0,9,0,0,9,0,0,0,0,0
13,55,Q-TCID,0.0,50,14900.0,0.9983199327973119,7007.8273569867015,14.0,13,1,0,13,1,0,1,0,0
14,56,Q-TCID,0.0,50,12950.0,0.9983531796300988,6249.170500662178,13.0,13,0,0,13,0,0,0,0,0
15,57,Q-TCID,0.0,50,12950.0,0.997876213592233,5098.889463374391,14.0,13,1,0,13,1,0,0,0,0
16,58,Q-TCID,0.0,50,14550.0,0.9994405281414345,6801.045041201636,5.0,5,0,0,5,0,0,0,0,0
17,59,Q-TCID,0.0,50,13200.0,0.9986897274633124,5986.795158965513,10.0,10,0,0,10,0,0,0,0,0
18,60,Q-TCID,0.0,50,13600.0,0.9980195405334038,5369.178403042257,15.0,15,0,0,15,0,0,0,0,0
19,61,Q-TCID,0.0,50,12500.0,0.9986546481905019,4960.658690275624,10.0,10,0,0,10,0,0,0,0,0
20,62,Q-TCID,0.0,50,12350.0,0.9991835901622614,6827.7534344326705,8.0,8,0,0,8,0,0,0,0,0
21,63,Q-TCID,0.0,50,14300.0,0.9989161066551051,7158.996862726286,10.0,10,0,0,10,0,0,0,0,0
22,64,Q-TCID,0.0,50,15700.0,0.9985024335454886,6829.296586008742,12.0,12,0,0,12,0,0,0,0,0
23,65,Q-TCID,0.0,50,10300.0,0.9986838956688203,5712.62855626829,11.0,11,0,0,11,0,0,0,0,0
24,66,Q-TCID,0.0,50,12850.0,0.998438625990872,6165.286361839622,13.0,13,0,0,13,0,0,0,0,0
25,67,Q-TCID,0.0,50,9500.0,0.9987925945800912,5133.194910703227,9.0,8,1,0,8,1,0,1,0,0
26,68,Q-TCID,0.0,50,11150.0,0.9984562403515022,6030.181460013613,13.0,12,1,0,12,1,0,0,0,0
27,69,Q-TCID,0.0,50,13450.0,0.9991833877741484,5491.64133211039,7.0,6,1,0,6,1,0,1,0,0
28,70,Q-TCID,0.0,50,13800.0,0.9985666018224634,7333.590618584305,14.0,14,0,0,14,0,0,0,0,0
29,71,Q-TCID,0.0,50,10600.0,0.9984676007005254,6019.0826388038695,14.0,14,0,0,14,0,0,0,0,0
30,72,Q-TCID,0.0,50,15150.0,0.9991862357591258,6076.733200246468,7.0,7,0,0,7,0,0,0,0,0
31,73,Q-TCID,0.0,50,12700.0,0.9991248222295154,6676.247600730509,8.0,8,0,0,8,0,0,0,0,0
32,74,Q-TCID,0.0,50,15000.0,0.9991665798520679,6758.588587893173,8.0,8,0,0,8,0,0,0,0,0
33,75,Q-TCID,0.0,50,10300.0,0.9989743589743589,4984.142292359844,8.0,8,0,0,8,0,0,0,0,0
34,76,Q-TCID,0.0,50,12800.0,0.9990361445783132,6371.316885845736,8.0,8,0,0,8,0,0,0,0,0
35,77,Q-TCID,0.0,50,13100.0,0.998178269355888,5628.170681612566,14.0,14,0,0,14,0,0,0,0,0
36,78,Q-TCID,0.0,50,12850.0,0.9981098960442825,4883.065861893818,14.0,14,0,0,14,0,0,0,0,0
37,79,Q-TCID,0.0,50,12050.0,0.9986067131095631,5841.719123637304,11.0,11,0,0,11,0,0,0,0,0
38,80,Q-TCID,0.0,50,16050.0,0.998659217877095,7212.097105285153,12.0,12,0,0,12,0,0,0,0,0
39,81,Q-TCID,0.0,50,13350.0,0.9993811242908716,6765.552554132417,6.0,6,0,0,6,0,0,0,0,0
40,82,Q-TCID,0.0,50,12650.0,0.999278759466282,5915.315585004166,6.0,6,0,0,6,0,0,0,0,0
41,83,Q-TCID,0.0,50,14400.0,0.9985339197654272,5049.567963818088,11.0,11,0,0,11,0,0,0,0,0
42,84,Q-TCID,0.0,50,13150.0,0.998898139079334,6745.076119340956,9.0,9,0,0,9,0,0,0,0,0
43,85,Q-TCID,0.0,50,13300.0,0.9991400491400492,6188.354500019923,7.0,7,0,0,7,0,0,0,0,0
44,86,Q-TCID,0.0,50,11550.0,0.9987916219119226,5372.225138286129,9.0,9,0,0,9,0,0,0,0,0
45,87,Q-TCID,0.0,50,9300.0,0.9981754385964913,4668.726060079411,13.0,12,1,0,12,1,0,0,0,0
46,88,Q-TCID,0.0,50,13250.0,0.998164175190139,5683.902195489034,14.0,14,0,0,14,0,0,0,0,0
47,89,Q-TCID,0.0,50,10200.0,0.9981756946393489,5112.1447399985045,13.0,13,0,0,13,0,0,0,0,0
48,90,Q-TCID,0.0,50,14900.0,0.9989863723392274,6874.760206568986,9.0,9,0,0,9,0,0,0,0,0
49,91,Q-TCID,0.0,50,10150.0,0.9988767200224656,5341.559946058318,8.0,8,0,0,8,0,0,0,0,0
50,92,Q-TCID,0.0,50,15050.0,0.9987325728770595,6035.424218703061,10.0,10,0,0,10,0,0,0,0,0
51,93,Q-TCID,0.0,50,11850.0,0.9986554210976654,5525.293907597661,11.0,11,0,0,11,0,0,0,0,0
52,94,Q-TCID,0.0,50,13150.0,0.9993392361569975,6023.257061725482,5.0,5,0,0,5,0,0,0,0,0
53,95,Q-TCID,0.0,50,13300.0,0.9995018059534189,6159.806195233017,4.0,4,0,0,4,0,0,0,0,0
54,96,Q-TCID,0.0,50,13100.0,0.9995268511947007,5701.866062982008,4.0,4,0,0,4,0,0,0,0,0
55,97,Q-TCID,0.0,50,15550.0,0.9989820156090939,6971.345670165494,9.0,9,0,0,9,0,0,0,0,0
56,98,Q-TCID,0.0,50,13850.0,0.9994568169473113,6112.858775153756,4.0,4,0,0,4,0,0,0,0,0
57,99,Q-TCID,0.0,50,10650.0,0.9985577553428608,5613.253549370915,11.0,11,0,0,11,0,0,0,0,0
58,100,Q-TCID,0.0,50,12800.0,0.9985144554908011,6274.592934250832,13.0,13,0,0,13,0,0,0,0,0
59,101,Q-TCID,0.0,50,13050.0,0.9989718545174142,5776.946323975921,8.0,8,0,0,8,0,0,0,0,0
60,102,Q-TCID,0.0,50,14150.0,0.9992135273299253,5861.938366511837,6.0,6,0,0,6,0,0,0,0,0
61,103,Q-TCID,0.0,50,16050.0,0.9993719250497226,7136.739868348464,6.0,6,0,0,6,0,0,0,0,0
62,104,Q-TCID,0.0,50,14850.0,0.9986328610489684,6146.451998600736,11.0,11,0,0,11,0,0,0,0,0
63,105,Q-TCID,0.0,50,11750.0,0.9992311635058944,5641.050062362105,6.0,5,1,0,5,1,0,0,0,0
64,106,Q-TCID,0.0,50,13550.0,0.998778320746335,6534.653548492119,11.0,11,0,0,11,0,0,0,0,0
65,107,Q-TCID,0.0,50,10900.0,0.9986767235675532,5329.353221124038,10.0,10,0,0,10,0,0,0,0,0
66,108,Q-TCID,0.0,50,11200.0,0.9992970123022847,6041.774881072342,6.0,6,0,0,6,0,0,0,0,0
67,109,Q-TCID,0.0,50,13600.0,0.9991075412762159,6542.092330627143,8.0,7,1,0,7,1,0,0,0,0
68,110,Q-TCID,0.0,50,14250.0,0.998598369011213,6166.433833565563,11.0,11,0,0,11,0,0,0,0,0
69,111,Q-TCID,0.0,50,13400.0,0.9983063150254052,6380.298819549382,14.0,14,0,0,14,0,0,0,0,0
70,112,Q-TCID,0.0,50,14150.0,0.9990317114500121,6113.373159006238,8.0,8,0,0,8,0,0,0,0,0
71,113,Q-TCID,0.0,50,13150.0,0.9991219405114696,6597.62600460276,8.0,8,0,0,8,0,0,0,0,0
72,114,Q-TCID,0.0,50,14250.0,0.9993165508600068,6583.144120281562,6.0,6,0,0,6,0,0,0,0,0
73,115,Q-TCID,0.0,50,12400.0,0.9989650711513584,5462.4797234702855,8.0,8,0,0,8,0,0,0,0,0
74,116,Q-TCID,0.0,50,16050.0,0.9990552668871044,6503.15742848441,8.0,8,0,0,8,0,0,0,0,0
75,117,Q-TCID,0.0,50,13450.0,0.9988393087438742,5610.46400607191,9.0,9,0,0,9,0,0,0,0,0
76,118,Q-TCID,0.0,50,12950.0,0.9982790270766406,6655.5733259394765,15.0,15,0,0,15,0,0,0,0,0
77,119,Q-TCID,0.0,50,15900.0,0.9987404099393107,6234.5105603616685,11.0,11,0,0,11,0,0,0,0,0
78,120,Q-TCID,0.0,50,12250.0,0.9989200863930886,6291.429113969207,9.0,8,1,0,8,1,0,0,0,0
79,121,Q-TCID,0.0,50,11450.0,0.9986751457339693,5681.567684099078,10.0,10,0,0,10,0,0,0,0,0
0,42,TA-QTCID,0.0,50,10750.0,0.9987123358228174,5856.102087993175,10.0,10,0,0,10,0,0,0,0,7766
1,43,TA-QTCID,0.0,50,11300.0,0.9991352286239326,6421.192337181419,8.0,8,0,0,8,0,0,0,0,9251
2,44,TA-QTCID,0.0,50,10550.0,0.9987924325774856,5733.619374960661,9.0,8,1,0,8,1,0,1,0,7453
3,45,TA-QTCID,0.0,50,10600.0,0.9983859810929214,6014.33448000811,14.0,14,0,0,14,0,0,0,0,8674
4,46,TA-QTCID,0.0,50,10250.0,0.9990595979781357,5860.1578069627285,8.0,8,0,0,8,0,0,0,0,8507
5,47,TA-QTCID,0.0,50,12150.0,0.9990517956619651,6510.873186502606,8.0,8,0,0,8,0,0,0,0,8437
6,48,TA-QTCID,0.0,50,12250.0,0.9986217266006766,6467.368181539699,11.0,11,0,0,11,0,0,0,0,7981
7,49,TA-QTCID,0.0,50,12350.0,0.9991039426523297,6734.808225946501,8.0,8,0,0,8,0,0,0,0,8928
8,50,TA-QTCID,0.0,50,12150.0,0.9986921266021449,6344.470004564151,10.0,10,0,0,10,0,0,0,0,7646
9,51,TA-QTCID,0.0,50,12700.0,0.9988993518405284,6696.60533163324,9.0,9,0,0,9,0,0,0,0,8177
10,52,TA-QTCID,0.0,50,10450.0,0.9987174554315762,5754.8871695920825,10.0,9,1,0,9,1,0,0,0,7797
11,53,TA-QTCID,0.0,50,13850.0,0.998576278611324,7330.385611440986,13.0,13,0,0,13,0,0,0,0,9131
12,54,TA-QTCID,0.0,50,10900.0,0.998818106606784,6111.810223389417,10.0,9,1,0,9,1,0,1,0,8461
13,55,TA-QTCID,0.0,50,10000.0,0.9992513102071375,5625.6976822167635,6.0,6,0,0,6,0,0,0,0,8014
14,56,TA-QTCID,0.0,50,13600.0,0.998450922405295,6820.8488202653825,11.0,10,1,0,10,1,0,1,0,7101
15,57,TA-QTCID,0.0,50,12950.0,0.9985031807409255,6675.931056780741,12.0,12,0,0,12,0,0,0,0,8017
16,58,TA-QTCID,0.0,50,13000.0,0.9992605373428641,6777.759279102087,6.0,6,0,0,6,0,0,0,0,8114
17,59,TA-QTCID,0.0,50,16050.0,0.999068576085691,7973.80069684796,8.0,8,0,0,8,0,0,0,0,8589
18,60,TA-QTCID,0.0,50,11300.0,0.9986165262231166,6113.847974866629,11.0,11,0,0,11,0,0,0,0,7951
19,61,TA-QTCID,0.0,50,12600.0,0.9990848776023793,6765.315146256238,8.0,8,0,0,8,0,0,0,0,8742
20,62,TA-QTCID,0.0,50,10750.0,0.998639455782313,6304.387630710378,13.0,13,0,0,13,0,0,0,0,9555
21,63,TA-QTCID,0.0,50,11500.0,0.998861624082975,6197.2177297938615,9.0,8,1,0,8,1,0,1,0,7906
22,64,TA-QTCID,0.0,50,9400.0,0.9985407269832847,5304.445171421394,11.0,11,0,0,11,0,0,0,0,7538
23,65,TA-QTCID,0.0,50,11800.0,0.9986436498150432,6352.185762634501,11.0,10,1,0,10,1,0,1,0,8110
24,66,TA-QTCID,0.0,50,11050.0,0.9987410826689047,5818.947745395824,9.0,9,0,0,9,0,0,0,0,7149
25,67,TA-QTCID,0.0,50,14800.0,0.9979473144030107,7532.934152198955,18.0,18,0,0,18,0,0,0,0,8769
26,68,TA-QTCID,0.0,50,11650.0,0.9994937990382182,6229.188665732741,4.0,4,0,0,4,0,0,0,0,7902
27,69,TA-QTCID,0.0,50,12100.0,0.998104864181933,6390.784336889163,15.0,15,0,0,15,0,0,0,0,7915
28,70,TA-QTCID,0.0,50,9450.0,0.9982449034696909,5280.763729400933,13.0,13,0,0,13,0,0,0,0,7407
29,71,TA-QTCID,0.0,50,13350.0,0.9985486211901307,6923.448618253693,12.0,12,0,0,12,0,0,0,0,8268
30,72,TA-QTCID,0.0,50,10350.0,0.9994154781388824,5908.984706629068,5.0,5,0,0,5,0,0,0,0,8554
31,73,TA-QTCID,0.0,50,11100.0,0.998419452887538,6087.693533485755,13.0,13,0,0,13,0,0,0,0,8225
32,74,TA-QTCID,0.0,50,10700.0,0.9988483685220729,5839.1472042910755,9.0,9,0,0,9,0,0,0,0,7815
33,75,TA-QTCID,0.0,50,10050.0,0.9989235737351991,5511.484679102898,8.0,8,0,0,8,0,0,0,0,7432
34,76,TA-QTCID,0.0,50,12050.0,0.9987212276214834,6554.892575420439,11.0,11,0,0,11,0,0,0,0,8602
35,77,TA-QTCID,0.0,50,13400.0,0.998755233676587,7059.226175945252,11.0,11,0,0,11,0,0,0,0,8837
36,78,TA-QTCID,0.0,50,10400.0,0.9991223671013039,5770.338469687849,7.0,7,0,0,7,0,0,0,0,7976
37,79,TA-QTCID,0.0,50,12200.0,0.9994064577397911,6550.975344393402,5.0,5,0,0,5,0,0,0,0,8424
38,80,TA-QTCID,0.0,50,12450.0,0.9987410826689047,6378.300636079162,9.0,9,0,0,9,0,0,0,0,7149
39,81,TA-QTCID,0.0,50,12050.0,0.9991718916361055,6510.14117872715,7.0,7,0,0,7,0,0,0,0,8453
40,82,TA-QTCID,0.0,50,11550.0,0.9984216756543469,6129.69495488517,12.0,11,1,0,11,1,0,0,0,7603
41,83,TA-QTCID,0.0,50,10750.0,0.9988316240425809,5864.965317774564,9.0,8,1,0,8,1,0,1,0,7703
42,84,TA-QTCID,0.0,50,12550.0,0.9989341859845456,6466.99228564091,8.0,8,0,0,8,0,0,0,0,7506
43,85,TA-QTCID,0.0,50,13150.0,0.9985903274777705,7089.159360351041,13.0,13,0,0,13,0,0,0,0,9222
44,86,TA-QTCID,0.0,50,11000.0,0.9993019197207679,6155.117388417944,6.0,6,0,0,6,0,0,0,0,8595
45,87,TA-QTCID,0.0,50,13150.0,0.9992477432296891,6767.155057746917,6.0,6,0,0,6,0,0,0,0,7976
46,88,TA-QTCID,0.0,50,10950.0,0.9986810867844896,5867.853781023994,10.0,10,0,0,10,0,0,0,0,7582
47,89,TA-QTCID,0.0,50,11200.0,0.9986952911872851,6178.6999104730785,11.0,11,0,0,11,0,0,0,0,8431
48,90,TA-QTCID,0.0,50,9450.0,0.9984005905511811,5484.202549988404,13.0,13,0,0,13,0,0,0,0,8128
49,91,TA-QTCID,0.0,50,9600.0,0.9991709271797706,5304.366035424173,6.0,6,0,0,6,0,0,0,0,7237
50,92,TA-QTCID,0.0,50,8450.0,0.9991946308724832,4930.863993823528,6.0,6,0,0,6,0,0,0,0,7450
51,93,TA-QTCID,0.0,50,10450.0,0.999036476256022,5624.490858538076,7.0,7,0,0,7,0,0,0,0,7265
52,94,TA-QTCID,0.0,50,13700.0,0.9984188761858429,7029.273207517341,13.0,13,0,0,13,0,0,0,0,8222
53,95,TA-QTCID,0.0,50,12000.0,0.9990294795584131,6440.976332210004,8.0,8,0,0,8,0,0,0,0,8243
54,96,TA-QTCID,0.0,50,10600.0,0.9993337774816788,5732.966503096744,5.0,5,0,0,5,0,0,0,0,7505
55,97,TA-QTCID,0.0,50,13700.0,0.999535747446611,7141.151699228212,4.0,4,0,0,4,0,0,0,0,8616
56,98,TA-QTCID,0.0,50,15700.0,0.9985448847100963,7999.895786259323,13.0,13,0,0,13,0,0,0,0,8934
57,99,TA-QTCID,0.0,50,11300.0,0.9987543597409069,6097.644882982597,10.0,10,0,0,10,0,0,0,0,8028
58,100,TA-QTCID,0.0,50,13400.0,0.998781703400155,7162.617333833128,11.0,10,1,0,10,1,0,0,0,9029
59,101,TA-QTCID,0.0,50,12200.0,0.9990845634511958,6629.161692645401,8.0,8,0,0,8,0,0,0,0,8739
60,102,TA-QTCID,0.0,50,11250.0,0.9989538533069859,6235.519544092938,9.0,9,0,0,9,0,0,0,0,8603
61,103,TA-QTCID,0.0,50,13250.0,0.9990013315579228,7078.317731166258,9.0,9,0,0,9,0,0,0,0,9012
62,104,TA-QTCID,0.0,50,11050.0,0.998592210229939,6158.441099597141,12.0,12,0,0,12,0,0,0,0,8524
63,105,TA-QTCID,0.0,50,12350.0,0.9988978287225835,6750.239742005244,10.0,10,0,0,10,0,0,0,0,9073
64,106,TA-QTCID,0.0,50,12900.0,0.9992552135054618,6740.248824579641,6.0,6,0,0,6,0,0,0,0,8056
65,107,TA-QTCID,0.0,50,12600.0,0.9993308798929408,6807.751815456897,6.0,6,0,0,6,0,0,0,0,8967
66,108,TA-QTCID,0.0,50,13750.0,0.9980829950383401,7250.438487647101,17.0,17,0,0,17,0,0,0,0,8868
67,109,TA-QTCID,0.0,50,12250.0,0.9981892805408016,6551.727136217058,15.0,15,0,0,15,0,0,0,0,8284
68,110,TA-QTCID,0.0,50,10300.0,0.9981045220687788,5587.000187991187,14.0,14,0,0,14,0,0,0,0,7386
69,111,TA-QTCID,0.0,50,15850.0,0.9996237772761475,7815.172624962404,3.0,3,0,0,3,0,0,0,0,7974
70,112,TA-QTCID,0.0,50,13050.0,0.9986140859266726,6784.68367735669,11.0,11,0,0,11,0,0,0,0,7937
71,113,TA-QTCID,0.0,50,10250.0,0.9983618763961281,5395.411980435252,11.0,11,0,0,11,0,0,0,0,6715
72,114,TA-QTCID,0.0,50,10550.0,0.9991686460807601,5960.858341535553,7.0,7,0,0,7,0,0,0,0,8420
73,115,TA-QTCID,0.0,50,12400.0,0.9984769640817363,6502.029740773141,12.0,12,0,0,12,0,0,0,0,7879
74,116,TA-QTCID,0.0,50,11300.0,0.9986689737787835,5972.906794499606,10.0,10,0,0,10,0,0,0,0,7513
75,117,TA-QTCID,0.0,50,10800.0,0.998666343355965,6001.395747283474,11.0,11,0,0,11,0,0,0,0,8248
76,118,TA-QTCID,0.0,50,14250.0,0.9990095332425405,7202.402947766706,8.0,7,1,0,7,1,0,0,0,8077
77,119,TA-QTCID,0.0,50,15250.0,0.9990845634511958,7723.335320100188,8.0,8,0,0,8,0,0,0,0,8739
78,120,TA-QTCID,0.0,50,12650.0,0.9985723026718336,7070.443701099604,14.0,13,1,0,13,1,0,1,0,9806
79,121,TA-QTCID,0.0,50,10450.0,0.9985520600236936,5686.731306819245,11.0,11,0,0,11,0,0,0,0,7597
0,42,Q-TCID,0.0,100,15300.0,0.9979113483406823,3394.9533260166645,9.0,8,1,0,8,1,0,0,0,0
1,43,Q-TCID,0.0,100,16100.0,0.9994122257053292,3829.864888086915,3.0,3,0,0,3,0,0,0,0,0
2,44,Q-TCID,0.0,100,12100.0,0.9991007194244604,3200.259031197056,4.0,4,0,0,4,0,0,0,0,0
3,45,Q-TCID,0.0,100,13100.0,0.9993045897079277,3325.333447592333,3.0,3,0,0,3,0,0,0,0,0
4,46,Q-TCID,0.0,100,16100.0,0.9992294355615489,3426.8055579438806,4.0,3,1,0,3,1,0,0,0,0
5,47,Q-TCID,0.0,100,12900.0,0.9995698924731182,3181.305963989347,2.0,2,0,0,2,0,0,0,0,0
6,48,Q-TCID,0.0,100,15300.0,0.9987878787878788,3772.530870575458,6.0,6,0,0,6,0,0,0,0,0
7,49,Q-TCID,0.0,100,13000.0,0.998387839705205,2978.0056313835084,7.0,7,0,0,7,0,0,0,0,0
8,50,Q-TCID,0.0,100,12000.0,0.9986507758039127,3129.0960011910647,6.0,6,0,0,6,0,0,0,0,0
9,51,Q-TCID,0.0,100,14500.0,0.9997601343247782,3394.3993741609156,1.0,1,0,0,1,0,0,0,0,0
10,52,Q-TCID,0.0,100,16100.0,0.9992894362861203,3248.492411021143,3.0,3,0,0,3,0,0,0,0,0
11,53,Q-TCID,0.0,100,10700.0,0.9995085995085995,2748.5112893618643,2.0,2,0,0,2,0,0,0,0,0
12,54,Q-TCID,0.0,100,16100.0,0.9991991991991992,3677.7457505352795,4.0,4,0,0,4,0,0,0,0,0
13,55,Q-TCID,0.0,100,16100.0,0.9985106382978723,4045.035617703572,7.0,7,0,0,7,0,0,0,0,0
14,56,Q-TCID,0.0,100,14100.0,0.9979452054794521,3235.9493581950665,9.0,9,0,0,9,0,0,0,0,0
15,57,Q-TCID,0.0,100,16100.0,0.9990203281900564,3265.9221105929464,4.0,4,0,0,4,0,0,0,0,0
16,58,Q-TCID,0.0,100,12600.0,0.9992713140636386,2813.7786888740957,3.0,3,0,0,3,0,0,0,0,0
17,59,Q-TCID,0.0,100,16100.0,0.9986847873739588,3211.8524522725493,6.0,6,0,0,6,0,0,0,0,0
18,60,Q-TCID,0.0,100,13400.0,0.9983140655105973,3159.5831374879926,7.0,7,0,0,7,0,0,0,0,0
19,61,Q-TCID,0.0,100,11000.0,0.9976059372755566,2740.5779073704034,10.0,10,0,0,10,0,0,0,0,0
20,62,Q-TCID,0.0,100,12200.0,0.9997454175152749,2889.254629805684,1.0,1,0,0,1,0,0,0,0,0
21,63,Q-TCID,0.0,100,15000.0,0.9990503323836657,3861.143384180963,5.0,4,1,0,4,1,0,1,0,0
22,64,Q-TCID,0.0,100,10900.0,0.9981373070782331,2764.496757339686,7.0,6,1,0,6,1,0,1,0,0
23,65,Q-TCID,0.0,100,12300.0,0.9992454728370221,2990.232140287757,3.0,3,0,0,3,0,0,0,0,0
24,66,Q-TCID,0.0,100,12300.0,0.9990999099909991,3092.8715063314885,4.0,4,0,0,4,0,0,0,0,0
25,67,Q-TCID,0.0,100,11800.0,0.9988032551460029,3024.458451645449,5.0,5,0,0,5,0,0,0,0,0
26,68,Q-TCID,0.0,100,11400.0,0.9982555604012211,3129.3927611205727,8.0,8,0,0,8,0,0,0,0,0
27,69,Q-TCID,0.0,100,13600.0,0.9994555353901996,3711.4378940146416,3.0,2,1,0,2,1,0,1,0,0
28,70,Q-TCID,0.0,100,16100.0,0.9980319803198032,2995.395762981847,8.0,8,0,0,8,0,0,0,0,0
29,71,Q-TCID,0.0,100,15500.0,0.9988363072148952,3807.7859496679157,6.0,6,0,0,6,0,0,0,0,0
30,72,Q-TCID,0.0,100,9200.0,0.9985538684020245,2627.017776079476,6.0,6,0,0,6,0,0,0,0,0
31,73,Q-TCID,0.0,100,11600.0,0.9992795389048992,3038.584224058315,3.0,3,0,0,3,0,0,0,0,0
32,74,Q-TCID,0.0,100,15000.0,0.9994361962037211,3531.146347567439,3.0,3,0,0,3,0,0,0,0,0
33,75,Q-TCID,0.0,100,12100.0,0.999193765116904,2729.657142141834,3.0,3,0,0,3,0,0,0,0,0
34,76,Q-TCID,0.0,100,16100.0,0.9987247608926674,3248.6308989729732,6.0,6,0,0,6,0,0,0,0,0
35,77,Q-TCID,0.0,100,10700.0,0.9980634229000243,2852.8322949986905,8.0,8,0,0,8,0,0,0,0,0
36,78,Q-TCID,0.0,100,16100.0,0.9984947315604616,2904.1717620212585,6.0,6,0,0,6,0,0,0,0,0
37,79,Q-TCID,0.0,100,16100.0,0.9978232477144101,3316.311945883557,10.0,9,1,0,9,1,0,1,0,0
38,80,Q-TCID,0.0,100,14700.0,0.9983944954128441,3408.0701146759093,7.0,7,0,0,7,0,0,0,0,0
39,81,Q-TCID,0.0,100,13600.0,0.9990140497904856,2904.7059298921376,4.0,4,0,0,4,0,0,0,0,0
40,82,Q-TCID,0.0,100,10800.0,1.0,2851.269359409809,0.0,0,0,0,0,0,0,0,0,0
41,83,Q-TCID,0.0,100,15800.0,0.9987096774193548,3376.297018708661,6.0,6,0,0,6,0,0,0,0,0
42,84,Q-TCID,0.0,100,15200.0,0.9988115046351319,3074.9669908750802,5.0,4,1,0,4,1,0,1,0,0
43,85,Q-TCID,0.0,100,13700.0,0.9987171263630532,3568.1028502322733,6.0,5,1,0,5,1,0,1,0,0
44,86,Q-TCID,0.0,100,16100.0,0.9990725712960816,2995.8705788627267,4.0,3,1,0,3,1,0,1,0,0
45,87,Q-TCID,0.0,100,12500.0,0.998253656406898,3216.7390990238637,8.0,8,0,0,8,0,0,0,0,0
46,88,Q-TCID,0.0,100,11900.0,0.9987146529562982,2737.6696601156145,5.0,5,0,0,5,0,0,0,0,0
47,89,Q-TCID,0.0,100,9000.0,0.9992416582406471,2524.2003540638834,3.0,3,0,0,3,0,0,0,0,0
48,90,Q-TCID,0.0,100,12300.0,0.9988654413433175,3154.2612428124994,5.0,5,0,0,5,0,0,0,0,0
49,91,Q-TCID,0.0,100,10300.0,0.9982573337205926,2551.7990270853043,6.0,6,0,0,6,0,0,0,0,0
50,92,Q-TCID,0.0,100,11100.0,0.9980227385071676,2635.9799258075655,8.0,8,0,0,8,0,0,0,0,0
51,93,Q-TCID,0.0,100,13400.0,0.9987264391237901,2640.5698126405478,5.0,5,0,0,5,0,0,0,0,0
52,94,Q-TCID,0.0,100,9900.0,0.9978234582829504,2808.278738271445,9.0,8,1,0,8,1,0,1,0,0
53,95,Q-TCID,0.0,100,9800.0,0.9992279979413279,2683.4615138117224,3.0,3,0,0,3,0,0,0,0,0
54,96,Q-TCID,0.0,100,16100.0,0.9994584837545126,4278.803302612156,3.0,3,0,0,3,0,0,0,0,0
55,97,Q-TCID,0.0,100,14900.0,0.9995944849959448,3555.1839014906436,2.0,2,0,0,2,0,0,0,0,0
56,98,Q-TCID,0.0,100,15500.0,0.9984440986885975,3496.9991722255945,7.0,7,0,0,7,0,0,0,0,0
57,99,Q-TCID,0.0,100,13200.0,0.9979700583608221,2857.14520592615,8.0,8,0,0,8,0,0,0,0,0
58,100,Q-TCID,0.0,100,15400.0,0.9994160015573291,3696.5405457764864,3.0,3,0,0,3,0,0,0,0,0
59,101,Q-TCID,0.0,100,13200.0,0.9984879032258065,2934.9952262286097,6.0,6,0,0,6,0,0,0,0,0
60,102,Q-TCID,0.0,100,15000.0,0.9983974358974359,3534.2128668241203,7.0,7,0,0,7,0,0,0,0,0
61,103,Q-TCID,0.0,100,11700.0,0.9997883597883598,3200.59535911493,1.0,1,0,0,1,0,0,0,0,0
62,104,Q-TCID,0.0,100,12700.0,0.9979729729729729,3322.2867123465985,9.0,9,0,0,9,0,0,0,0,0
63,105,Q-TCID,0.0,100,14800.0,0.9997619614377529,3384.903056550771,1.0,1,0,0,1,0,0,0,0,0
64,106,Q-TCID,0.0,100,11900.0,0.9988497814584771,3050.197429144755,5.0,5,0,0,5,0,0,0,0,0
